Time,Source,Destination,Protocol,Length,CIP,CIP CM,CIP I/O,ENIP,GVCP,NBNS,SSDP,TCP,Safe
0.003918017,0.050761421,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.003918017,0.101522843,4.70E-08,CIP,0.037138927,1,0,0,0,0,0,0,0,0
0.004097717,0.101522843,4.70E-08,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.004097717,0.050761421,3.76E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.004099132,0.101522843,2.82E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.004099132,0.253807107,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.004099132,0.101522843,4.70E-08,CIP,0.037138927,1,0,0,0,0,0,0,0,0
0.004247702,0.253807107,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.004247702,0.253807107,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.004457116,1,1.79E-07,TCP,0.061898212,0,0,0,0,0,0,0,1,0
0.004457116,0.101522843,9.41E-09,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.004687754,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.004781141,0.101522843,2.82E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.004958011,0.101522843,9.41E-09,CIP CM,0.044016506,0,1,0,0,0,0,0,0,0
0.004959426,0.152284264,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.004959426,0.101522843,9.41E-09,CIP CM,0.044016506,0,1,0,0,0,0,0,0,0
0.005150445,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.005150445,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.005375424,0.152284264,1.88E-08,CIP,0.037138927,1,0,0,0,0,0,0,0,0
0.005487205,0.101522843,2.82E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.006204589,0,1.88E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.006537104,0,2.82E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.006537104,0.152284264,8.37E-08,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.006729538,0.253807107,9.41E-09,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.006730953,0.152284264,1.88E-08,CIP,0.05914718,1,0,0,0,0,0,0,0,0
0.006899333,0.253807107,0.743465229,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.006899333,0.101522843,4.70E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.006899333,0,9.41E-09,CIP CM,0.044016506,0,1,0,0,0,0,0,0,0
0.007033754,0.101522843,2.82E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.007033754,0,9.41E-09,CIP,0.046767538,1,0,0,0,0,0,0,0,0
0.007035169,0.050761421,0,TCP,0,0,0,0,0,0,0,0,1,0
0.007035169,0,9.41E-09,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.007212038,0,9.41E-09,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.007212038,0.050761421,0,TCP,0,0,0,0,0,0,0,0,1,0
0.007212038,0.050761421,0,TCP,0,0,0,0,0,0,0,0,1,0
0.007360609,0.050761421,0,TCP,0,0,0,0,0,0,0,0,1,0
0.007360609,0.45177665,2.82E-08,CIP,0.04264099,1,0,0,0,0,0,0,0,0
0.007538894,0.253807107,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.007538894,0.152284264,8.37E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.007538894,0,3.76E-08,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.007681804,0,4.70E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.007683219,0.203045685,0,TCP,0,0,0,0,0,0,0,0,1,0
0.007923762,0,2.82E-08,CIP,0.046767538,1,0,0,0,0,0,0,0,0
0.007923762,0,2.82E-08,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.008051108,0.050761421,2.82E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.008051108,0.152284264,0,TCP,0,0,0,0,0,0,0,0,1,0
0.008051108,0,1.88E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.008185529,0.152284264,0,TCP,0,0,0,0,0,0,0,0,1,0
0.008185529,0,1.88E-08,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.008185529,0.101522843,0,TCP,0,0,0,0,0,0,0,0,1,0
0.008294481,0,1.88E-08,CIP CM,0.044016506,0,1,0,0,0,0,0,0,0
0.008294481,0.101522843,0,TCP,0,0,0,0,0,0,0,0,1,0
0.008416167,0.101522843,0,TCP,0,0,0,0,0,0,0,0,1,0
0.009197224,0.152284264,3.76E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.009911777,0.050761421,1.88E-08,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.009913192,0.203045685,9.41E-09,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.010015069,0,0.743463724,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.010015069,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.010015069,0.203045685,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.010138171,0.050761421,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.01015232,0,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.010153735,0.203045685,2.82E-08,CIP,0.046767538,1,0,0,0,0,0,0,0,0
0.0103207,0.050761421,1.88E-08,CIP,0.05914718,1,0,0,0,0,0,0,0,0
0.0103207,0.203045685,2.82E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.010322115,0.152284264,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.010322115,0.050761421,1.88E-08,CIP,0.034387895,1,0,0,0,0,0,0,0,0
0.010463611,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.010463611,0.152284264,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.010463611,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.010579637,0,4.70E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.010729623,0.203045685,2.82E-08,CIP CM,0.044016506,0,1,0,0,0,0,0,0,0
0.010856969,0.050761421,3.76E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.010856969,0.101522843,2.82E-08,CIP,0.060522696,1,0,0,0,0,0,0,0,0
0.010858384,0.152284264,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.010858384,0.050761421,3.76E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.010858384,0.101522843,2.82E-08,CIP,0.060522696,1,0,0,0,0,0,0,0,0
0.011004125,0.203045685,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.011004125,0.152284264,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.01100554,0.050761421,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.01100554,0.152284264,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.01100554,0.203045685,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.011202219,0,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.011202219,0.050761421,0,CIP,0.063273728,1,0,0,0,0,0,0,0,0
0.011202219,0.101522843,0,CIP,0.063273728,1,0,0,0,0,0,0,0,0
0.011312585,0.050761421,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.011312585,0.101522843,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.011428612,0,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.011428612,0,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.011538979,0.101522843,9.41E-09,CIP,0.045392022,1,0,0,0,0,0,0,0,0
0.011538979,0,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.011538979,0.050761421,1.88E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.011538979,0,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.011655005,0.050761421,1.88E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.011655005,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.011655005,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.01182763,0.050761421,1.88E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.01182763,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.011942241,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.011942241,0.050761421,0.743464025,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.011942241,0.101522843,2.82E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.01216156,0.101522843,0,CIP,0.053645117,1,0,0,0,0,0,0,0,0
0.01216156,0.152284264,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.01216156,0.050761421,2.82E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.012305886,0.050761421,0,CIP,0.034387895,1,0,0,0,0,0,0,0,0
0.012305886,0,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.0123073,0.152284264,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.012443136,0,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.013167595,0,9.41E-09,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.014497655,0.152284264,0.743464627,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.014674524,0.253807107,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.014825925,0,4.70E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.015151365,0.253807107,1.88E-08,CIP,0.060522696,1,0,0,0,0,0,0,0,0
0.015353704,0.101522843,9.41E-09,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.015355119,0.101522843,4.70E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.016020149,0.050761421,1.88E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.01665122,0.101522843,0.743464326,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.016832335,0.203045685,0.743464928,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.016980905,0.203045685,9.41E-09,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.016980905,0.203045685,9.41E-09,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.017135136,0.050761421,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.017135136,0.203045685,2.82E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.017135136,0.050761421,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.017344549,0,3.76E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.017344549,0.253807107,0,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.01747048,0.050761421,1.88E-08,CIP,0.035763411,1,0,0,0,0,0,0,0,0
0.017582262,0.050761421,3.76E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.017582262,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.017733663,0.203045685,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.017844029,0.101522843,9.41E-09,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.018078912,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.018080327,0.101522843,9.41E-09,CIP,0.063273728,1,0,0,0,0,0,0,0,0
0.018252952,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.018255782,0.101522843,9.41E-09,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.018411427,0.101522843,2.82E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.018411427,0.050761421,3.76E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.018412842,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.018412842,0.101522843,9.41E-09,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.01866329,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.018725548,0.101522843,2.82E-08,CIP CM,0.044016506,0,1,0,0,0,0,0,0,0
0.018959016,0.152284264,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.019699039,0.152284264,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.019832045,0,2.82E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.020211253,0.152284264,1.79E-07,CIP,0.367262724,1,0,0,0,0,0,0,0,0
0.020211253,0.152284264,3.76E-08,CIP,0.035763411,1,0,0,0,0,0,0,0,0
0.020405102,0.152284264,3.76E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.020405102,0.203045685,2.82E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.020532449,0,1.88E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.020538108,0.203045685,2.82E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.020538108,0.152284264,3.76E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.020754597,0.203045685,2.82E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.020756012,0.152284264,8.37E-08,CIP,0.032324622,1,0,0,0,0,0,0,0,0
0.020756012,0,2.82E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.021048908,0.253807107,0.743465229,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.021050323,0.101522843,4.70E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.021265397,0,3.76E-08,CIP,0.046767538,1,0,0,0,0,0,0,0,0
0.021265397,0.253807107,9.41E-09,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.021375763,0,3.76E-08,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.021375763,0.203045685,0,TCP,0,0,0,0,0,0,0,0,1,0
0.021375763,0,3.76E-08,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.02149179,0,3.76E-08,CIP,0.052269601,1,0,0,0,0,0,0,0,0
0.02149179,0.203045685,0,TCP,0,0,0,0,0,0,0,0,1,0
0.021493205,0.203045685,0,TCP,0,0,0,0,0,0,0,0,1,0
0.021493205,0.45177665,2.82E-08,CIP,0.04264099,1,0,0,0,0,0,0,0,0
0.021661585,0.203045685,0,TCP,0,0,0,0,0,0,0,0,1,0
0.021661585,0.152284264,8.37E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.021788931,0,3.76E-08,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.021790346,0,3.76E-08,CIP,0.039889959,1,0,0,0,0,0,0,0,0
0.02198278,0.203045685,0,TCP,0,0,0,0,0,0,0,0,1,0
0.021984195,0.203045685,0,TCP,0,0,0,0,0,0,0,0,1,0
0.021984195,0.253807107,1.88E-08,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.022111541,0,9.41E-09,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.022111541,0.101522843,4.70E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.022226153,0,9.41E-09,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.022226153,0.253807107,1.88E-08,CIP,0.060522696,1,0,0,0,0,0,0,0,0
0.022226153,0.050761421,0,TCP,0,0,0,0,0,0,0,0,1,0
0.022227568,0.050761421,2.82E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.022383213,0.101522843,4.70E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.022383213,0.253807107,0,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.022384628,0.050761421,0,TCP,0,0,0,0,0,0,0,0,1,0
0.022384628,0,4.70E-08,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.02247943,0,4.70E-08,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.02247943,0,4.70E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.02247943,0.253807107,0,TCP,0,0,0,0,0,0,0,0,1,0
0.02264498,0.253807107,0,TCP,0,0,0,0,0,0,0,0,1,0
0.022684599,0.253807107,9.41E-09,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.022923727,0.050761421,4.70E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.022963346,0,1.88E-08,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.023116161,0,1.88E-08,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.023116161,0.101522843,0,TCP,0,0,0,0,0,0,0,0,1,0
0.023243507,0.101522843,0,TCP,0,0,0,0,0,0,0,0,1,0
0.023351044,0,2.82E-08,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.023351044,0.152284264,3.76E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.023563288,0,1.88E-08,CIP CM,0.052269601,0,1,0,0,0,0,0,0,0
0.023564702,0.152284264,0,TCP,0,0,0,0,0,0,0,0,1,0
0.0236496,0.101522843,0,TCP,0,0,0,0,0,0,0,0,1,0
0.023938251,0.203045685,9.41E-09,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.024173134,0,0.743463724,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.024173134,0.050761421,1.88E-08,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.024174549,0.203045685,2.82E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.024174549,0.050761421,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.02432595,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.024327365,0.203045685,2.82E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.024331609,0.152284264,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.024454711,0.152284264,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.024478765,0.050761421,3.76E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.02464573,0.050761421,3.76E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.02464573,0.203045685,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.024647145,0.050761421,3.76E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.024770246,0.203045685,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.024771661,0.203045685,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.024771661,0,4.70E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.024879198,0.203045685,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.024880613,0,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.024880613,0.050761421,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.02499098,0.101522843,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.02499098,0.203045685,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.024992395,0.050761421,0,CIP,0.035763411,1,0,0,0,0,0,0,0,0
0.024992395,0.203045685,0,CIP,0.035763411,1,0,0,0,0,0,0,0,0
0.02513389,0,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.025135305,0.203045685,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.025135305,0.101522843,0,CIP,0.035763411,1,0,0,0,0,0,0,0,0
0.02513955,0,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.02513955,0.050761421,4.70E-08,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.025279631,0,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.025281046,0,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.025281046,0.253807107,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.025281046,0,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.025391413,0.101522843,4.70E-08,CIP,0.037138927,1,0,0,0,0,0,0,0,0
0.025392828,0,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.025392828,0,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.025517344,0.101522843,0,CIP,0.026134801,1,0,0,0,0,0,0,0,0
0.025518759,0.253807107,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.025646105,0,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.025646105,0.203045685,0,CIP,0.035763411,1,0,0,0,0,0,0,0,0
0.025646105,0.203045685,0,CIP,0.03301238,1,0,0,0,0,0,0,0,0
0.025822975,0,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.025822975,0,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.025822975,0.101522843,9.41E-09,CIP CM,0.044016506,0,1,0,0,0,0,0,0,0
0.025947491,0.101522843,9.41E-09,CIP CM,0.044016506,0,1,0,0,0,0,0,0,0
0.026055028,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.026056443,0.050761421,0.743464025,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.026171054,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.026984655,0.152284264,0,CIP,0.030261348,1,0,0,0,0,0,0,0,0
0.02713181,0.152284264,0,CIP,0.035763411,1,0,0,0,0,0,0,0,0
0.027133225,0,2.82E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.027277551,0,2.82E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.027430366,0,9.41E-09,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.027604406,0,4.70E-08,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.027755807,0.253807107,0,TCP,0,0,0,0,0,0,0,0,1,0
0.028534033,0.152284264,0.743464627,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.029617891,0.101522843,9.41E-09,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.029956066,0.253807107,0,CIP CM,0.063273728,0,1,0,0,0,0,0,0,0
0.030107466,0,4.70E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.030108881,0.964467005,7.34E-08,TCP,0.423658872,0,0,0,0,0,0,0,1,0
0.030247547,0.050761421,1.88E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.030831924,0.101522843,0.743464326,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.030943706,0.203045685,0.743464928,CIP I/O,0.026134801,0,0,1,0,0,0,0,0,0
0.031114916,0.203045685,9.41E-09,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.031114916,0.050761421,1.88E-08,CIP,0.05914718,1,0,0,0,0,0,0,0,0
0.031273391,0.050761421,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.031274806,0.203045685,9.41E-09,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.031274806,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.031274806,0.203045685,9.41E-09,CIP,0.057771664,1,0,0,0,0,0,0,0,0
0.031465825,0.050761421,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.031465825,0.203045685,2.82E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.031465825,0,3.76E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.03146724,0.050761421,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.031587512,0.203045685,2.82E-08,CIP,0.044016506,1,0,0,0,0,0,0,0,0
0.031747402,0.152284264,3.76E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.031747402,0.050761421,3.76E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.031747402,0.253807107,0,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.031901632,0.050761421,1.88E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.031903047,0.203045685,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.031905877,0.050761421,1.88E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.032036053,0.050761421,1.88E-08,CIP,0.038514443,1,0,0,0,0,0,0,0,0
0.032037468,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.03215491,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.032156325,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.032375643,0.050761421,1.88E-08,CIP,0.034387895,1,0,0,0,0,0,0,0,0
0.032518554,0.101522843,9.41E-09,TCP,0,0,0,0,0,0,0,0,1,0
0.032519969,0.050761421,3.76E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.032519969,0.395939086,1.79E-07,TCP,0.061898212,0,0,0,0,0,0,0,1,0
0.032519969,0.101522843,2.82E-08,CIP I/O,0.017881706,0,0,1,0,0,0,0,0,0
0.032703913,0.101522843,4.70E-08,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.032705328,0.101522843,4.70E-08,CIP,0.037138927,1,0,0,0,0,0,0,0,0
0.032873708,0.253807107,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.032873708,0.253807107,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.032875123,0.101522843,9.41E-09,CIP,0.045392022,1,0,0,0,0,0,0,0,0
0.033068972,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
0.033068972,0.101522843,9.41E-09,CIP,0.048143054,1,0,0,0,0,0,0,0,0
0.033231692,0.050761421,1.88E-08,TCP,0,0,0,0,0,0,0,0,1,0
